network_status,rh_min_10min,wd_min_10min,pr_sum_10min,pr_sum_24h,wd_max_10min,ws_min_10min,solar_rad_min_10min,soil_temp_avg_10min,rh_max_10min,ws_min_2min,wd_max_2min,wd_avg_2min,battery_charge_min_10min,pa_max_10min,solar_rad_max_10min,temp_internal_min_10min,soil_temp_max_10min,battery_avg_10min,pr_total,pa_min_10min,solar_rad_avg_10min,pa_avg_10min,battery_max_10min,ta_avg_10min,temp_internal_avg_10min,soil_temp_min_10min,timestamp,pa_inst,ws_max_2min,station_id,battery_charge_max_10min,latitude,record_number,battery_min_10min,ta_min_10min,station_name,ta_inst,ta_max_10min,wd_min_2min,wd_avg_10min,ws_avg_10min,ws_max_10min,longitude,rh_avg_10min,ws_avg_2min,battery_charge_avg_10min,temp_internal_max_10min
ON,45,0.0,0.0,0.0,0.0,0.0,-2.0,/,47,0.0,0.0,0.0,0.014,1027.06,-2.0,25.8,/,14.1,0.2,1026.92,-2.0,1026.99,14.1,6.6,26.4,/,2023-08-13 03:00:00,1026.93,0.0,ST11115,0.015,-34.56419,1639,14.1,6.4,SMN,6.44,6.7,0.0,0.0,0.0,0.0,-58.41732,46,0.0,0.015,26.9
